url,noc,main_duties
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=e%2FqgpRNWRmzv4LQO07eZhDiyW0h%2FFrF4SnAzdZEb6iw%3D,"92012 – Supervisors, food and beverage processing","92012 – Supervisors, food and beverage processing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of workers who process, package, test and grade food and beverage products
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policy
Recommend personnel actions such as hirings and promotions
Prepare production and other reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=pP7y3tGlS%2BZhdRtD%2BjNKyncW%2Bqf3cI6C7AQgl9h8J%2B8%3D,"92013 – Supervisors, plastic and rubber products manufacturing","92013 – Supervisors, plastic and rubber products manufacturing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of production workers who operate processing machines and who fabricate, assemble, finish or inspect plastic or rubber parts and products
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policies
Recommend personnel actions such as hirings and promotions
Prepare production and other reports
May set up machines and equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=IwkB6hBJj6tLLQ6at1800tAoiHWMiQTaa8cRaQejwQs%3D,"92014 – Supervisors, forest products processing","92014 – Supervisors, forest products processing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of workers who operate pulp and paper mills, paper converting mills, sawmills, planing mills, plywood, waferboard and other wood and paper products mills
Ensure that systems and equipment are operating efficiently and that proper maintenance and repairs are performed
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policies
Recommend personnel actions such as hirings and promotions and administer the collective agreement
Prepare production and other reports
Monitor safety conditions
May set up machines and equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=DXHESwOmoRrCOcw1NzEOaHmk9ETM44BSnRSf8EBMsTc%3D,"92015 – Supervisors, textile, fabric, fur and leather products processing and manufacturing","92015 – Supervisors, textile, fabric, fur and leather products processing and manufacturing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of production workers who operate machines to process natural, synthetic and hybrid textile fibre, yarn and thread; bleach, dye and finish textiles; operate manufacturing machines to cut, stitch and produce fabric, fur or leather garments and other products; and inspect textile products
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policies
Recommend personnel actions such as hirings and promotions
Prepare production and other reports
May set up machines and equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=fq%2FFL5LTXmsYRo5c5iNR5fE30t19bqJjeQA5xmVsS14%3D,"92020 – Supervisors, motor vehicle assembling","92020 – Supervisors, motor vehicle assembling 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of workers in motor vehicle manufacturing production departments such as body shop, chassis, paint, trim and hardware and final assembly
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Train staff in job duties, safety procedures and company policies
Requisition materials and supplies
Recommend personnel actions such as hirings and promotions
Prepare production and other reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=liprli%2F5bteRMnIRXtLzoDW97%2Fx0CkEh8HK%2B%2FEigyAA%3D,"92021 – Supervisors, electronics and electrical products manufacturing","92021 – Supervisors, electronics and electrical products manufacturing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of workers who assemble, fabricate, inspect and test electronic and electromechanical assemblies, subassemblies, parts and components or activities of workers who assemble, fabricate and inspect various types of electrical apparatus and equipment such as electrical appliances, batteries, electric motors, transformers and generators and electrical switchgear and control equipment
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend work measures to improve productivity
Requisition materials and supplies
Train workers in job duties, safety procedures and company policies and recommend personnel actions such as hirings and promotions
Ensure safety rules and regulations are followed
Prepare production and other reports
May set up machines and equipment
Supervise, coordinate and schedule the activities of related helpers and labourers."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=g3U5G77guUQOw4oGYSaz%2FZ1QbgHVkNntfaUytRqhC3E%3D,"92022 – Supervisors, furniture and fixtures manufacturing","92022 – Supervisors, furniture and fixtures manufacturing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule the activities of workers who assemble furniture and fixtures of any materials, operate woodworking machines and finish furniture to specified colour or finish
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend work measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policy
Recommend personnel actions such as hirings and promotions
Prepare production and other reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=F5KgV8wqqMaxTa76m382B27Its9f0wIadEWbkFxK10E%3D,"92023 – Supervisors, other mechanical and metal products manufacturing","92023 – Supervisors, other mechanical and metal products manufacturing 
This group performs some or all of the following duties:


Supervise, coordinate and schedule activities of workers who assemble and inspect products such as aircraft, buses, heavy trucks, transmissions, automobile engines and refrigeration and heating equipment
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train staff in job duties, safety procedures and company policies
Recommend personnel actions such as hirings and promotions
Prepare production and other reports
May set up machines and equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=c75XlBD8GZPsXD7edmFjYhzhSs5gIQe8DzOqeF1JlX4%3D,"92024 – Supervisors, other products manufacturing and assembly","92024 – Supervisors, other products manufacturing and assembly 
This group performs some or all of the following duties:


Supervise, coordinate and schedule activities of workers who assemble, fabricate and inspect products, such as jewellery, clocks, watches, bicycles, millwork, sporting goods and toys
Establish methods to meet work schedules and coordinate work activities with other departments
Resolve work problems and recommend measures to improve productivity and product quality
Requisition materials and supplies
Train workers in job duties, safety procedures and company policies
Recommend personnel actions such as hirings and promotions
Prepare production and other reports
May set up machines and equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=O%2FOPxDDOgbc%2FRwNg71QxSaY3cSfxlTk1T5nXtwsy%2BLI%3D,92100 – Power engineers and power systems operators,"92100 – Power engineers and power systems operators 
This group performs some or all of the following duties:


Power engineers

Operate automated or computerized control systems, stationary engines and auxiliary equipment such as reactors, boilers, turbines, generators, pumps, compressors, pollution control devices and other equipment to generate electrical power and to provide light, heat, ventilation and refrigeration for buildings, industrial plants and other work sites
Start up and shut down power plant equipment, control switching operations, regulate water levels and communicate with systems operators to regulate and coordinate transmission loads, frequency and line voltages
Monitor and inspect plant equipment, computer terminals, switches, valves, gauges, alarms, meters and other instruments to measure temperature, pressure and fuel flow to detect leaks or other equipment malfunctions and to ensure plant equipment is operating at maximum efficiency
Analyze and record instrument readings and equipment malfunctions
Troubleshoot and perform corrective action and minor repairs to prevent equipment or system failure
Respond to emergency situations if required
Clean and lubricate generators, turbines, pumps and compressors and perform other routine equipment maintenance duties using appropriate lubricants and hand, power and precision tools
Maintain a daily log of operation, maintenance and safety activities, and write reports on plant operation and non-compliance
May assist in the development of operation, maintenance and safety procedures.

Power systems operators

Operate and monitor computerized switchboards and auxiliary equipment in electrical control centres to control the distribution and to regulate the flow of electrical power in the transmission network
Coordinate, schedule and direct generating station and substation power loads and line voltages to meet distribution demands during daily operations, system outages, repairs and importing or exporting of power
Monitor and visually inspect station instruments, meters and alarms to ensure transmission voltages and line loadings are within prescribed limits and to detect equipment failure, line disturbances and outages
Issue work and test permits to electrical and mechanical maintenance personnel, assist maintenance and technical personnel to locate and isolate system problems, and assist during routine system testing
Complete and maintain station records, logs and reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=bx7XceOXTZvjGKDXxYpbQKA68JCpQiB7j70iuj2%2BDuY%3D,92101 – Water and waste treatment plant operators,"92101 – Water and waste treatment plant operators 
This group performs some or all of the following duties:



Water treatment plant operators

Operate and monitor computerized control systems and related equipment in water filtration and treatment plants to regulate the treatment and distribution of water
Monitor and inspect plant equipment and systems to detect equipment malfunctions and to ensure plant systems are operating normally
Read flow meters, gauges and other recording instruments to measure water output and consumption levels, bacterial content, chlorine and fluoride levels
Collect and test water samples for chemical and bacterial content, analyze test results and instrument readings and make adjustments to plant equipment and systems to ensure quality control
Provide verbal or written instructions for process control changes to waterworks system to ensure water produced meets standardized quality requirements
Perform security checks in plant and on grounds
Respond to public enquiries regarding water quality issues and emergencies
Complete and maintain plant logs, reports and statistics
May perform minor maintenance or assist skilled tradespersons with installation and repair of plant machinery
May measure, mix and transport chemicals to maintain feed stocks.

Liquid waste plant operators

Operate and monitor computerized control systems and related equipment in wastewater treatment, sewage treatment and liquid waste plants to regulate the flow of sewage through settling, aeration and digestion tanks, and to treat and dispose of sewage and wastes
Patrol plant to check pumps, motors, filters, chlorinators and other plant equipment; monitor and read gauges, meters and other recording instruments to detect equipment malfunctions and ensure plant systems and equipment are operating within prescribed limits
Test and adjust chemical feed rates to ensure that disinfection processes meet quality standards
Collect waste and sewage samples, test and analyze results and make adjustments to plant equipment and systems as required
Perform security checks in plant and on grounds
Complete and maintain plant logs and reports
Perform preventive maintenance on plant equipment to ensure that the facility operates in accordance with required standards
May assist skilled tradespersons with installation and repair of plant machinery."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=EB0babygUjCeBfuEClBwV8RQ5v9fo3OQjfl8GUQ2tr8%3D,"93100 – Central control and process operators, mineral and metal processing","93100 – Central control and process operators, mineral and metal processing 
This group performs some or all of the following duties:


Coordinate and monitor the operation of a particular aspect of mineral ore, metal and cement processing production through control panels, computer terminals or other control systems, usually from a central control room
Operate multi-function central process control machinery to grind, separate, filter, melt, roast, treat, refine or otherwise process mineral ores
Observe computer printouts, video monitors and gauges to verify specified processing conditions and to make necessary adjustments
Coordinate and supervise production crew such as machine and process operators, tenders, assistants and helpers
Start up and shut down the production system in cases of emergency or as required by schedule
Provide or organize training for members of production crew
Maintain shift log of production and other data and prepare production and other reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=sn%2BXgAxs01MbkYPXvBV8qugoqgv9nZSw%2FLGGA3W%2BvKs%3D,"93101 – Central control and process operators, petroleum, gas and chemical processing","93101 – Central control and process operators, petroleum, gas and chemical processing 
This group performs some or all of the following duties:


Operate electronic or computerized control panel from a central control room to monitor and optimize physical and chemical processes for several processing units
Control process start-up, shut-down and troubleshooting
Monitor outside process equipment
Adjust equipment, valves, pumps and controls and process equipment
Authorize or co-sign maintenance work orders
Shut down, isolate and prepare process units or production equipment for maintenance
Sample products, perform tests, record data, carry out statistical process control on process operations, and write production logs
Develop operating procedures for normal operation, start-up or shut-down of unit
Participate in safety audits and programs and provide emergency response when required
Ensure adherence to safety and environmental regulations
May rotate between different processing units during shift cycles
May work in a team with shared supervisory responsibilities and participate in training other workers
May be cross-trained in a skilled trade and work in the trade during shift cycles."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=QJnMxzEx9wRzMaVnKi8STYXSKkbn5dgw7ATzND5wyXw%3D,"93102 – Pulping, papermaking and coating control operators","93102 – Pulping, papermaking and coating control operators 
This group performs some or all of the following duties:


Operate, coordinate and monitor pulping, papermaking and papercoating process equipment from central control room or machine consoles and control panels in equipment cabins to control process operations and machinery in the production of pulp and paper
Control the processing of wood, scrap pulp, recyclable paper, cellulose materials, pulp paper and paperboard and monitor the chemical and physical process operations using a distributed control system and process computers
Observe panel indicators, gauges, video monitors and other instruments to detect equipment malfunctions and ensure pulping, papermaking and coating processes are operating according to process specifications
Analyze instrument readings and production test samples and make adjustments or direct other pulp mill, papermaking and finishing machine operators to make adjustments to pulp production, papermaking and coating process and equipment as required
Complete and maintain production reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dDwpm9av6%2BOYULtLLJrgbE6kV1m065wAS9DoKfhfIs0%3D,93200 – Aircraft assemblers and aircraft assembly inspectors,"93200 – Aircraft assemblers and aircraft assembly inspectors 
This group performs some or all of the following duties:



Aircraft assemblers

Read and interpret aircraft assembly diagrams
Assemble and fit pre-fabricated parts to form subassemblies, working at benches or directly on an aircraft structure
Assemble, fit and install pre-fabricated parts and subassemblies such as aircraft skins, flight controls, rigging, hydraulics and other mechanical systems.

Aircraft assembly inspectors

Inspect aircraft assemblies, using measuring and testing equipment, for adherence to engineering specifications
Inspect assemblies for alignment, symmetry, dimensions, fit and quality of workmanship
Complete detailed inspection documentation."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=CXQQMjgGg6UVt189%2BBKp0gQHFlmEHvd%2BEid334bU1as%3D,"94100 – Machine operators, mineral and metal processing","94100 – Machine operators, mineral and metal processing 
This group performs some or all of the following duties:


Set up, prepare and adjust mineral ore, metal and cement processing machinery to carry out one step in the overall mineral ore or metal processing operation
Operate single-function machinery to grind, separate, filter, mix, treat, cast, roll, refine or otherwise process mineral ores
Observe gauges, meters, computer printouts, video monitors and products to ensure correct operation of machinery and verify processing conditions
Make adjustments to machinery as required
Record production information and complete reports
May assist with machinery maintenance or repair."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Rx%2B5ytBDlLO%2F%2FRVI9xeiUcYGsVg7ff7Ms9Itegg9tA4%3D,94101 – Foundry workers,"94101 – Foundry workers 
This group performs some or all of the following duties:


Mouldmakers and coremakers

Make and repair sand moulds using patterns, moulding boxes, sand and hand tools following bench, floor or pit moulding methods
Operate ovens to dry moulds
Make cores for use inside moulds to form holes or void spaces in castings using core boxes, sand, hammer and wire or other reinforcing material
Coat cores with protective materials and bake cores in oven
Set up, adjust and operate various mouldmaking and coremaking machines to make sand and ceramics moulds and cores
May pour molten metal into moulds to produce metal castings.

Metal casters

Set up and operate various casting machines to cast ferrous and non-ferrous metal products; hand ladle and pour molten metal into moulds to produce castings.

Foundry furnace operators

Operate furnaces used to melt metals for moulding and casting."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dFMRVHcqsI7wBQD47gcpLMQTbpLxmZiBncoZGHKe1GQ%3D,94102 – Glass forming and finishing machine operators and glass cutters,"94102 – Glass forming and finishing machine operators and glass cutters 
This group performs some or all of the following duties:


Glass process control operators

Operate multi-function process control machinery through control panels, computer terminals or other control systems to mix and melt raw materials; heat, anneal, temper or form float glass or glass products; and coat glass with silver or other metals and materials
Observe gauges, computer printouts and video monitors to verify specified processing conditions and make adjustments as necessary
Maintain shift log of production and other data
May operate process control machinery to cut glass or assemble glass window units
May clean and maintain process machinery
May ensure adequate levels of oil, soap, talc or other materials used in machine production of glass.

Glass forming machine operators

Set up and adjust automatic glass feeding, flowing and forming machines
Operate and maintain machines that press or blow molten glass in moulds to form or shape containers, such as bottles, jars and drinking glasses
Operate electric kilns that heat glass sheets and mould to the shape and curve of metal jigs
Spray or swab moulds with oil solutions to prevent adhesion of glass
Weigh, measure and check production samples to assess conformance to specifications using scales and gauges and by visual verification.

Glass finishing machine operators

Set up and adjust glass and glass-product finishing machines
Operate and maintain finishing machines to grind, drill, sand, bevel, decorate, wash or polish glass or glass products
Visually inspect products for quality
Record manufacturing information such as quantity, size and type of goods produced.

Glass cutters

Jig, measure and mark glass or place pattern on or under glass for cutting
Examine and mark defective glass to obtain best cut
Cut glass along marked outlines or around pattern using hand tools
Smooth rough edges using belt sander or smoothing wheels
Set up, operate and adjust computerized or robotic glass cutting equipment
Monitor process for product quality."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=bkhAlUOODBRpGM0c24OowDiiDoIGsO9FlWrR7KO5ttU%3D,"94103 – Concrete, clay and stone forming operators","94103 – Concrete, clay and stone forming operators 
This group performs some or all of the following duties:



Concrete products forming and finishing machine operators and workers

Set up, adjust and operate single-function machines to mix, drill, grind and cut concrete to specifications in the manufacture of concrete products
Check products for quality control, repair flaws and perform ongoing machine adjustments and minor maintenance as necessary
Move products using forklift, crane or hydraulic hoist
Record manufacturing information such as quantity, size and type of goods produced
Construct clay models and moulds by hand and with hand tools for use in casting concrete products
Build and repair wooden forms used to mould concrete products
Position reinforcing rods or wire mesh in moulds and fill moulds with concrete from suspended pouring buckets
Start vibrating tables to settle concrete, or tamp concrete using electric vibrator
Remove castings from mould with crane or forklift, and finish surfaces of castings using screed or trowel
Cut cured concrete pipe sections with saw or chisel, and cement sections together to form odd shaped fittings.

Clay products forming and finishing machine operators

Set up and operate automatic machines that mix ingredients, extrude tempered clay mixture and cut extruded clay into sections to make products such as bricks, drain tiles and porcelain insulators
Operate mechanical or hydraulic ram and hot-presses to form pottery and porcelain ware
Prepare and mix slip and fill moulds with slip to form pottery and porcelain ware such as jugs, cups, sinks and toilet bowls
Operate kiln to bake clay products to specified hardness.

Stone forming and finishing workers

Operate blade or wire saws to cut blocks of stone to specified dimensions
Operate machines to grind and polish surfaces of stone blocks, slabs or other stone products to specific shape or design and to produce smooth finish
Operate sandblasting equipment to cut inscriptions or decorative designs in stone monuments
Finish stone products with spray paint and by mounting plaques or installing concrete bases
Operate stone-dressing lathe to sharpen and dress grindstones that grind logs into pulp
Operate machine to drill holes in blocks or slabs of stone according to specifications."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=dqyOyEle%2FCknldEUT0Oej8%2Fq73Hrvj2m6ch%2B2BhINig%3D,"94104 – Inspectors and testers, mineral and metal processing","94104 – Inspectors and testers, mineral and metal processing 
This group performs some or all of the following duties:


Inspect mineral ore, metal, cement, glass, clay or concrete products at various stages of processing to ensure adherence to specifications
Grade and label raw materials or finished products according to size, thickness, composition or other classification standards
Take samples of products during or after processing operation for routine analysis or for subsequent laboratory analysis
Test product for strength, density, durability and conformance to specifications
Advise supervisor or central control operator and process machine operators of problems and product deficiencies
Complete inspection and test reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=syblPznNIsxNwRnwHiaKO2YlYAuSksl1fQUhtCMqW1Y%3D,94105 – Metalworking and forging machine operators,"94105 – Metalworking and forging machine operators 
This group performs some or all of the following duties:


Metalworking machine operators

Read specifications or follow verbal instructions
Lay out, set up and operate one or more light or heavy metalworking machines such as shears, power presses, saws, plate rolls, drills, brakes, slitters, punch presses, computer numerically controlled (CNC) equipment, and other hand tools to cut, bend, roll, ream, punch and drill, weld or otherwise shape and form metal stock into parts or products
Operate machines or equipment which weld, solder, bolt, screw or rivet metal parts together
Check products for correct shapes, dimensions and other specifications
Troubleshoot and perform corrective action or minor repairs
May select and transport material to work area manually or using crane or hoist
May document work completed
May build staging or erect scaffolding as required for heavy metalworking jobs
May clean or lubricate equipment and replace parts as required.

Forging machine operators

Operate gas or oil fired furnaces to heat metal to proper temperature prior to forging
Place metal pieces in furnace using hand tongs or overhead cranes and remove from furnace when colour of metal indicates proper forging temperature, or load and unload furnace with automatic conveyor
Position heated or cold metal pieces, on die of press or other forging machinery
Operate presses or other forging machines to perform hot or cold forging by flattening, straightening, twisting, forming, drawing, upsetting, splitting, cutting, punching, piercing, bending, coining, or other operations to shape or form metal
Position and adjust dies on anvil of forging machinery using overhead cranes or other hoisting devices and hand tools."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=9f7zLUemdlIJ7e%2FP2GK0TeTZTE8C4Caypmz6wr4Qe7s%3D,94106 – Machining tool operators,"94106 – Machining tool operators 
This group performs some or all of the following duties:


Study job orders and interpret blueprints to determine machining operations to be performed
Set up and operate machine tools to perform repetitive machining operations, such as turning, milling, drilling, boring, planing, honing, broaching, grinding or other machining operations
Verify dimensions of parts machined using micrometers, callipers and other precision measuring instruments
Prepare etching solution and immerse metal parts or workpiece in etching solution to remove unwanted portions
Perform routine maintenance on equipment and machinery
May enter codes specifying speed, feed and cut of the toolpath for computer numerical controlled (CNC) machine tools."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=eBdmV5Q6ylNTt7cqrnodgACTcBMTEGH0FHMRJPv8Wpk%3D,94107 – Machine operators of other metal products,"94107 – Machine operators of other metal products 
This group performs some or all of the following duties:


Operate or tend automatic or multi-purpose machines including wire looms to produce metal parts and metal products such as wire screening, fencing, tinware, metal baskets, racks, hooks, metal tubing and similar articles
Fit and assemble components using hand and power tools
Clean, polish, file or otherwise finish products
Check products for quality and other specifications
May clean and lubricate machinery."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=hD6W0f2rs8GS33SXiag7WuKLVnGrWEVniYyasTgFmng%3D,94110 – Chemical plant machine operators,"94110 – Chemical plant machine operators 
This group performs some or all of the following duties:


Monitor meters, gauges and electronic instrumentation on one or more chemical processing or formulation units, such as mixers, kettles, blenders, dryers, tabletting, encapsulation, granulation and coating machines
Measure, weigh and load chemical ingredients following formulation cards
Start up, shut down, troubleshoot and clean equipment
Adjust processing machines and equipment
Monitor reaction processes and transfers of products in conformance with safety procedures
Take samples and perform routine chemical and physical tests of products
Record production data
May operate equipment from a control room or from control consoles located near the production units."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=MWeVmxuT4uVuK%2FTaw5VFUFHH7AT1ZtRMD17Ra8RSn%2F4%3D,94111 – Plastics processing machine operators,"94111 – Plastics processing machine operators 
This group performs some or all of the following duties:


Mixing machine operators

Weigh resins, colorants and other chemicals according to formula
Place weighed materials in mixing machine and operate machine to blend plastic and other chemicals to a specified consistency or viscosity
Monitor operation, regulate material supply and add chemicals and colorants to mixture
Operate controls to regulate temperature, speed and other processing conditions
Unload mixture into container or conveyor for further processing
Maintain and perform minor repairs on machinery as required
Maintain inventory of material and clean working area.

Calendering process operators

Set up and operate calendering machines which transform dough-consistent plastic mass into continuous sheets or films of specified thickness
Troubleshoot, maintain and make minor repairs to equipment and adjust calender rollers for production line change
Monitor quality of material produced
Maintain inventory of material and clean working area.

Extruding process operators

Set up and operate one or more extruding machines which extrude plastic composites products through a nozzle or die
Change dies on extruding machines according to production line change
Troubleshoot, maintain and make minor repairs to equipment
Monitor quality of material produced
Maintain inventory of material and clean working area.

Moulding process operators

Set up and operate one or more moulding machines which mould plastic products according to specifications
Change moulds and adjust equipment for production line change
Troubleshoot, maintain and make minor repairs to equipment
Monitor quality of material produced and adjust machine settings as required
Follow formulation card to mix ingredient batches for injection moulding process
Maintain inventory of material and clean working area."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=7Z1hXBHBC1fja%2B2hxxdhOu0hN4CfnvYMbctfeS1c%2FJU%3D,94112 – Rubber processing machine operators and related workers,"94112 – Rubber processing machine operators and related workers 
This group performs some or all of the following duties:


Rubber processing machine operators

Set up, operate and tend machinery used for mixing, calendering, extruding, moulding and curing rubber materials or rubber products
Load or feed rubber, pigments, filler, oil and chemicals into machines
Check and monitor processing conditions and product quality
Adjust machines to proper setting as required
Train or assist in training new workers.

Rubber products assemblers

Lay out and prepare rubber materials for assembly
Operate machines or equipment or use hand tools to cut, shape, splice, fit and cement rubber materials to form rubber parts or finished rubber products
Operate finishing machines or equipment to trim, grind, or buff rubber products into final form
Train or assist in training new workers.

Rubber products inspectors

Inspect finished rubber products for defects and conformance to specifications and quality standards, visually or using instruments
Affix seals or tags to approved products and mark and reroute defective products for repair or recycle
Fill out product inspection report
May make minor adjustments or repairs to products."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=Zqhg17a5D8rSxAt93oiOvVqlEGb%2BUuWZu5OeswkErus%3D,94120 – Sawmill machine operators,"94120 – Sawmill machine operators 
This group performs some or all of the following duties:


Operate front-end loaders and stationary deck cranes to feed logs into the sawmill
Examine logs and rough lumber to determine size, condition, quality and other characteristics to decide best lumber cuts to carry out, or use automated equipment to convey logs through laser scanners which determine the most productive and profitable cutting patterns
Operate automated lumbermill equipment from control rooms or consoles to saw logs into rough lumber; saw, trim and plane rough lumber into dressed lumber of various sizes; and saw or split shingles and shakes
Start conveyor system to move logs and lumber to and from saws
Set up and adjust saw equipment and replace blades or bands using wrenches, gauges and other hand tools
Operate equipment to sort and stack lumber by length and thickness, move stacks to storage areas or drying kilns, and feed lumber through planers
Monitor movement of lumber and computer screens to ensure cuts are made according to specifications, and print production reports
Clean and lubricate sawmill equipment."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=DavWYJzidnY3830S0rKbB1sA005rc%2BvQcTJHhOKuwjM%3D,"94121 – Pulp mill, papermaking and finishing machine operators","94121 – Pulp mill, papermaking and finishing machine operators 
This group performs some or all of the following duties:


Operate and monitor paper mill, papermaking and finishing process machinery and equipment such as screening equipment, bleaching equipment, digesters, mixing tanks and washers to carry out one or more cellulose processing steps and equipment such as dryers, laminators, cutters, coaters, calenders and hoists to carry out one or more papermaking and finishing process steps
Observe equipment and machinery panel indicators, gauges, level indicators and other equipment instruments to detect machinery and equipment malfunctions and ensure process steps are carried out according to specifications
Communicate with pulping, papermaking and coating control operator to make process adjustments and start up or shut down machinery and equipment as required
Collect processing samples and conduct titration tests, pH readings, specific density tests and other routine tests on pulp and solutions
Inspect paper visually for wrinkles, holes, discolouration, streaks or other defects and take corrective action
Complete and maintain production reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=yY5XigVMUQtpBWayUg8NIwOv6XqyBXaINygq8lboO4Q%3D,94122 – Paper converting machine operators,"94122 – Paper converting machine operators 
This group performs some or all of the following duties:


Operate machines which cut, fold, glue or clip paper and cardboard to make boxes, corrugated cartons and other articles
Operate machines which glue paper to cardboard and cut it into required lengths
Operate machines which press paper to form drinking cups and other containers
Operate machines which cut, glue and fold paper to make envelopes or paper bags
Operate other paper converting machines to form products such as paper tubes, cards, paper towels or diapers
Clean and lubricate machine and perform other routine machine maintenance
Set up machines."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=C5eIWB9gc%2F1n6naVOAPLSA0MNag096qQlEkuV5EH8vw%3D,94123 – Lumber graders and other wood processing inspectors and graders,"94123 – Lumber graders and other wood processing inspectors and graders 
This group performs some or all of the following duties:



Lumber graders

Examine lumber visually for knots, holes, splits and other defects and sort for further drying, trimming or remanufacturing
Measure lumber using callipers, gauges and tape measures to ensure specified thickness, length and width
Classify and sort lumber according to industry standards and stamp lumber to indicate grade, wood type, moisture level and other characteristics
Tally lumber
Complete and maintain reports.

Other wood processing inspectors and graders

Inspect plywood panels, veneer sheets, panelboards, shingles and similar wood products visually for knots, holes, splits, straightness and other defects
Mark defects and sort for repair or reprocessing
Measure wood products to ensure conformance to specifications using standard measuring instruments
Grade and label wood products according to quality standards
Complete and maintain inspection and grading reports."
https://noc.esdc.gc.ca/Structure/NocProfile?objectid=mx6MydTcZk0HHQAmkqKLx9pQSsfTtJwHvMqKOfQ6%2BIY%3D,94124 – Woodworking machine operators,"94124 – Woodworking machine operators 
This group performs some or all of the following duties:


Set up, program and operate one or more computer numerically controlled (CNC) or manual woodworking machines such as saws, moulders, lathes, routers, planers, edgers, pressing machines, shapers, drills and sanders to fabricate or repair wooden parts for furniture, fixtures and other wood products
Operate gluing machines to glue pieces of wood together or press and affix wood veneer to wood surfaces
Operate preset special-purpose woodworking machines to fabricate wood products such as coat hangers, mop handles, clothes pins and other products
Read and interpret specifications or follow verbal instructions
May clean and lubricate equipment, and replace parts as necessary."
